Name,RatingValue,DatePublished,Review
Trattoria Nervosa,3,2019-03-24,"This is a very cute restaurant in the heart of Yorkville on the corner of Yorkville Avenue. 

Like most of the reviewers, I went for the popular dish, Malafalde di Funghi. This pasta dish tasted as good as it looked. It's creamy and the pasta was al denté. 

We sat on the main floor, which was buzzing on Friday afternoon. Next time, I'd like to check out the rooftop patio when the weather is nicer. 

The price is mid to higher end, which I'm not crazy about. And after reading other people's reviews, the taste for other highlighted dishes seemed more conflicted (less consensus -except for the dish I got), so this wouldn't be a go-to spot for me. 

Atmosphere is on point. It's not stuffy like most of the restaurants in Yorkville. It feels homey.

The server we had was super busy, but he did what he needed to do. He was very on point with pouring our champagne and always made sure our glasses were filled. 

Overall, it was a pleasant experience."
Stelvio,3,2019-05-25,"First time at Stelvio- wasn't as good as I'd hoped. 

We ordered some fritti mozzarella bites and they were good- but definitely needed a dipping sauce. Or maybe I'm just too used to real mozzeralla sticks with marinara. 
I wouldn't recommend it.

I ordered the pasta special which was a gnocchi with truffle, meat, and porcini. When I first got it I was happy that it came with a lot of truffle, but when I got into it I felt like it had too much. It was definitely too much of a good thing. But it was $28 so I guess they wanted you to feel like you got bang for your buck. 

My bf ordered the tagliatelle ragu and it looked good, but he said the primary flavour was salt. When I tried it- I would have to agree. It was tomato and salt. Not complex at all. 

Also as an aside- I would say the pasta portions are relatively small for the price. You get this dish with a little bowl dent in the middle and your pasta portion is basically the size of a rice bowl. 

I'm happy I tried it but I probably wouldn't come back."
Dynasty Chinese Cuisine,3,2019-04-06,"I went for an early dinner and there was one other couple in the restaurant. It slowly picked up with large and noisey families. The good was good. Wontons were a bit greasy but fresh. Dumplings were great. Hate asking for red wine vinegar when I visit dim sum restaurants, as I did here, just leave a bottle on the table next to the soy sauce. Sticky rice was hot but lacked much flavour. No refills on soft drinks. Host was great, server was OK. Nicely decorated room"
Giulietta,3,2019-04-26,"This restaurant is now on the top 10 list for the best restaurants in Canada.  I came here before the list came out and I have to say I am extremely underwhelmed.  There are much better restaurants in Toronto that deserve to take its place on the list, and especially much better ITALIAN in Toronto.

I had the calamari to start which was fresh and came with some shishito peppers which was fun.  But I find nowadays calamari is pretty good at most places.  For the mains I had the ravioli (cello spinach, stracciatella, walnut pesto) which is not a dish that would bring me back to the restaurant again.  I found the walnut pesto to be overpowering and very gritty/thick, but to be fair I actually don't like walnut that much.  

The pizza I had was thin crust and just nothing amazing.  There is MUCH better pizza elsewhere all over Toronto.  I have NO idea how this restaurant made it to the top restaurant list in Canada and I will not be coming back again.  I am giving 3 stars because the service is FANtastic and the restaurant is beautiful."
Eataly,3,2020-01-08,"Overall a cool place to visit. I had no idea what this place was, until I heard all they hype about it. When I received a gift card for it, I finally decided to check it out. We went on a Sunday afternoon and as expected it was busy. Assuming that there was line ups for the first week it was opened, it wasn't too bad. 

To start off, space itself was modern and vibrant. It was nicely decorated and had a little of everything. There was a supermarket, which kind of wrapped around the whole 2nd floor. From hand made pastas, sauce, cheese and etcs., they had it all. Surrounding the market was a few take out and, dine in restaurants as well, as cafe's and dessert. They also seemed to have classes too! 

The dine in restaurants were of course busy and, there was a wait so we opt'ed out for the take out joints. For the pizza, there was a variety of them but sold out quick (but also seemed like they were made quickly). There was also a take out joint, right when you go up the escalators which, seemed to have a variety of dishes. The gelato was one of my favorite things there and, maybe the best in the city so that's worth giving it a try. The desserts and chocolate, also looked amazing!

Overall, it was a cool experience and, would visit again to try the restaurants and dessert out!"
Mariachi’s Restaurant,2,2018-06-29,"If you want to go for excellent customer service, go for it. Great people, great location. 

However, if you are going for the food. Skip this place and try something else. Food was mediocre, tasteless and expensive. I'm sorry but I wish I could go back in time and save myself $66."
Los Guaca-Moles,1,2018-05-31,"Ordered through Uber eats .. maybe going to restaurant better , not sure , but the food was really gross. Waste of 70 bucks .. threw most of it out and feel really gross and might vomit .. nasty 
0 stars"
DaiLo,4,2019-11-26,"We came here for a date night and was blown away by the service and the food. I walked in thinking it was just every Asian fusion tapas restaurant but was pleasantly surprised with each dish.

To keep things interesting, we had the tasting menu and had dishes that weren't on the menu like the Big Mac Bao - which was delicious and you know, tasted like a Big Mac with that sauce.

My favorites of the night were the Hakka Wontons, Ontario Pea Dumplings and oddly enough, the corn soup starter they gave us to kick off the meal. 

I was completely stuffed at the end until the manager came over and served us a White Rabbit Ice Cream in basically a bowl of chocolate goodness. I will actually come back just for that dessert if it was on the menu - I was mind blown.

The only thing I would change is that instead of ordering the Giggling Trout, get the Duck instead."
Blu Ristorante,1,2019-06-17,The food was just horrible. The food was bland and the servers told us to try dishes that did not taste well
Los Guaca-Moles,3,2018-06-06,"It was a good restaurant, the enchiladas were good. The ice cream and dessert were better. Decent prices and service was fast. Nothing stood out to make it great."
Mi Taco Taqueria,1,2019-08-28,"Unfortunate to see such a great and authentic place go down in quality after growth in business. 

I loved Mi Taco when it first opened, it has a real authentic feel to it, amazing flavours of everything. 

I went back today after a couple years out of the neighbourhood and was so excited to go back, I was happy to see how busy they were and they had renovated. 

Unfortunately the quality of taco took a MASSIVE hit. The corn tortilla was mush by the time my food came to me. No seasoning at all. What a disappointing experience and loss in Toronto's Taco scene."
Itacate,5,2018-12-01,"Bring cash. Have patience. Be hungry. Eat everything you can. 

You'll be hard pressed to find another place like this in Toronto. This is the best. The dishes here are an experience. You'll leave here, walk a block, and then want to return for more. 

To all the reviewers docking stars for this place being cash-only....really?!?"
Fusaro’s Kitchen,5,2019-04-06,"Neighbourhood gem. No joke. For those of you who are looking for fast, damn tasty pasta and pizza this is the place you need to come. It's all about the food. Nothing fancy, but good for friends to meet up, or even if you just need to grab a quick meal. A lot of options on the menu and everything is made fresh and delicious. The servers are friendly. There is also a take-out option. Don't need to twist my arm to return here!"
Hotopia Downtown,1,2019-09-25,Poor service. Extremely slow. You have to wait for 30 minutes to be sited and another 40 minutes for your food. Will not come back
Mexico Lindo,1,2017-10-05,"Worst service ever, was yelled at by the head cook when we asked if take out was available because he was too busy and its not worth his time for a small order. His words.  Avoid this place, much better options ""Mariachi"" on Yonge street 2 mins away.  Playa Cabana downtown."
Eataly,3,2020-02-20,"I went on a Wednesday night around 8pm and was surprised there still many people, however, the wait for a table is not long.  Staff are all very friendly and very informative as I was asking about what wine to drink and etc.  The place is bright and clean but the only thing was I think (at least that's what I believe) there was only one washrooms to share for the entire Eataly.  
Food: the kale salad is a must!  It was so tasty!  The pasta was cooked to my liking (i asked a little cooked over al denta) and pizza was ok.  Overall I would come if there is no long wait.  And I still need to try their desserts!"
Asian Legend,3,2018-08-29,"Went there with my husband on a Saturday night, and noticed that they don't have many tables for 2-4 people. So you basically have to wait until a table is available. They do have seats on 2 levels. 
The Chinese food was average, nothing special. It's a little bit over priced compared to the other Chinese restaurants that's in the area."
MEXITACO,2,2019-09-25,"This has been a regular lunch spot for me this past year though I won't be returning . 

Last visit lunch two other tables only 2 waiters .

Wine ordered was old and smelled like vinegar.

Ordered apps nachos with guacamole and beans .

Both bowls for dips were still wet and beans tasted like dish soap .

Ordered water with ice did not ever arrive . Taco was okay but not what it used to be .

Cheese in a taco being extra at a Mexican restaurant is wired to me as well .

I wish they kept the same service quality as when they opened . 

We won't be going back ."
Taverna Mercatto,3,2019-04-14,"Came for dinner on a Friday night with a girlfriend before a night out. Your typical downtown core restaurant. The vibe is casual because it's near the CN Tower, Skydome & ACC; everyone's in their game gear & it's really loud inside.

Service is fine, nothing really stood out to me - pretty standard job. It took a bit longer than I'd hoped for our food to come out, but it was kind of busy since the jays game was starting/ending. We were also really hungry while waiting, so it might've felt longer.

The food tasted pretty good! I got a seafood linguine, even though I don't normally like to work for my food but the mussels were awesome. I got an okay portion size - slightly lacking in noodles, but my friend got the egg yolk carbonara and it was actually so small, I felt bad. I don't really think it was worth the price of the dish because of the small sizes.

Overall, I probably wouldn't come back. There are better places to get pasta that might be just a bit farther of a walk."
La Marquesita,3,2019-05-18,"Food (3/5): decent. The corn chips were nice and crispy but the toppings were lacklustre in taste. There also wasn't enough sauce and cheese to cover the chips 

Price (2.5/5): a bit over priced for what you get 

Ambiance (3.5/5): quaint and cute decor, in a good location. No seating though!

Service (4/5): got this to go through ritual, the food was made fresh and there was only a very brief wait!"
El Charro,1,2019-12-29,"This place use to be good, but not anymore. The tacos tasted the same, hardly any chicken was found in my ""chicken burrito,"" and $11.95 + tax for a few SMALL pieces of calamari. I won't be returning."
Sichuan Garden Restaurant,3,2018-10-25,"TL;DR Delicious Chinese food but not exactly authentic Sichuan. 

We ordered takeout on a Saturday night - green beans with pork, gong bao chicken, and mapo tofu. 

The green beans with pork was a standout, the beans tasted fresh while nicely fried at the same time, the dish could have used slightly larger pork crumbs though. 

The gongbao chicken was definitely not authentic - it was a bit saucy compared to the normal version and the chicken pieces were larger than normal. It was not spicy at all and maybe a bit sweet. It was still tasty. 

The mapo tofu was also a standout - a bit spicy and very flavourful.
 The portions were large and generous. We can't comment on cleanliness or service since we ordered delivery via DoorDash. 

One star off since neither of us felt like it was authentic Sichuan cuisine - too much cornstarch and a tad too sweet. It was tasty nonetheless. Side note, we both had poor stomaches a few hours after dinner. Can't tell if it was from the meal, just figured we'd add in case."
La Carnita,5,2018-12-27,"AmaZing. Literally said wow every bite. This place gets buuuuuuusy and I can understand why. The atmosphere is very cool, kinda dark tho and loud but that's because of people around us. The food was amazing. I can't even make a recommendation because everything was so good. The only think I regretted ordering was the taco with fried chicken, the chicken was just too bite and oily. But the taco came with a peanut lime hot sauce that was to die for. Next time I would ask for grilled chicken on top of that taco order instead of fried. The steak taco was perfection. I wouldn't order more than 2 tacos... me and my friend has one small app (the shrimp), 2 tacos each and the churros and that was absolutely the perfect amount of food. 

Server wasn't really coming to us a lot but it was getting so packed by the time we ordered. 10/10 definitely want to go back."
La Marquesita,5,2019-02-18,"Hi, i went to eat lunch here today with my friends and i had a wonderful experience. The space is so clean and beautiful. The food is the best mexican food in toronto. So much variety in their menu. They also have their signature desert. The price is very good too.i am coning back only here for mexican food. The staff is so friendly and fast"
Swatow Restaurant,5,2019-10-21,"And still and absolute belter of a Chinese, the best beef in black bean sauce in the city!

I always intend to try something new but always end up with this and shrimp fried rice - great comfort food."
Hotopia Downtown,2,2019-11-01,"Not for everyone, maybe an acquired taste. Had the Sichuan pickled basa as per other reviews and the flavours were just too strong. It would be nice to have a smaller portion version so new customers could try a wider spread and not feel so locked in. The single large $30 slightly tongue numbing, gingery sour soup was too much of a commitment for two people. Good initial taste but then it just becomes overwhelming. Definitely need a lot of rice for this dish."
98 Aroma,1,2019-06-09,"Oh my God!! How did they get high ratings!!????? They had sectional sittings and some open areas. The place is dark for a Chinese restaurant. The decor is mostly wooden plaques and wood carvings. 

The servers or staff there were not friendly and talked behind your back. Yes, I understand Mandarin even though I spoke English to them!! I had to get up twice to get their attention and they only had three tables with customers. 

It's supposed to be fine dining so I had a feeling that the portion would be smaller. Ok. But why all the saltiness in your dishes!!! The veggie dish was pricey and decent. The shrimp fried rice lacked the shrimps. They were tiny!! The rice was hard. It felt more of a Caucasian dish. The beef and broccoli dish was the largest dish full of salt!! Basically eat and drink lots of water. 

I was obviously not satisfied or full. Dishes were TOO SALTY, even my friend didn't like them. 

Never will I go back!"
Fieramosca,2,2019-01-29,"I have one question: who are you people who gave this a 4 or 5 star rating??????
We visited for dinner on Saturday evening. When the server appeared to fill our water glasses using a plastic pitcher we knew it was a bad sign. Most disappointing dining experience. We made the reservation based on reviews. I'm simply shocked this restaurant has a 4.5 rating. The food attempts to be high end fine cuisine but is really just pretending. We had the caprese salad. The tomatoes were large (rock) hard basic garden tomatoes - served freezing cold. The mozzarella was rubbery, not creamy like a caprese salad should be. The arugula was a basic run-of-the-mill salad. Excessive and boring. I had the black cod special. The portion was huge and that was all it had going for it. The cod was served on a big bowl full of under cooked garden vegetables (carrots and cauliflower) with watery-tomato sauce. It was a dish you'd expect at a family restaurant chain. It wasn't served how black cod should be. My husband's excessive serving of orecchette was bland and served in a bowl of liquid. 

The only positive feedback we can share...the martinis were delicious and the server was lovely and friendly. 

It was a cold evening but the dining room was uncomfortably cold and the washrooms were FREEZING.  Yes, it was a very cold evening in the city but this is a restaurant - it should at least be warm. I understand the restaurant has been around for over 30 years - they've had plenty of time to figure out the heating. 

The dining room is old and tired, not in a charming way. There was paint peeling from the ceiling above us. We were seated at a table beside a shelf loaded with about 100 bottles of wine that hadn't been dusted in the restaurant's 30years. I've not seen a worse display of wine.

I loved that it was a family-owned restaurant - that's whey we went. It's low end and overpriced. This is not a Yorkville-grade restaurant. Save your money."
Hacienda las Américas,5,2018-08-26,Freaking delicious!!! We had the burritos al pastor and words really can't describe the feeling in my mouth. The rice was perfect and the meat was well marinated. I would highly recommend this place
Carisma,3,2019-07-04,"Not feeling it for the new fancy location.

Love the old location with old friendly staff than the new ones.  The price is more expensive, and the food is not as good.  The new staff didn't know about serving / dinner etiquette.  Serving both left and right side.  With the lower food quality and higher price tag / seemed more fancy environment will look for more.  The owner is still there and he has to work hard and busy himself by telling the new younger staff what needs to be done.

Really disappointing that the food was not as good as before (far from it)."
Terroni,3,2020-02-20,"The only reason I visited was because I had a gift card due to poor service from my previous visit. I'd say they redeemed themselves in terms of service for this visit. Our server was extremely friendly, helpful, and attentive. We were also seated in an area downstairs from the main dining area which made it feel more intimate and allowed the sever to check up on us more often. I came for Valentine's Day dinner and was still able to get a table for a group of 6 a week in advance. 

I ordered the gnocchi and it was alright. The pasta itself was cooked perfectly but the sauce was kind of basic. I've had better gnocchi elsewhere but for the price point here, I was expecting a bit more. I think some pasta may be more worth it than others on their menu. The homemade gelato was the highlight of my meal - super creamy and soft, great flavour, good portion. I had the hazelnut and pistachio and it was some of the best gelato I've ever had. 

Overall, I think you could find better or just as good food elsewhere, at the same price point. But worth a try if your an Italian food lover, even if just for the gelato."
Gusto 101,5,2019-09-15,"Go for the Gusto! Superb service, great ambiance and fantastic food. 
Planned a small surprise birthday dinner for my sister. She listed this as one of her favourite eateries in the city so I arrived early with balloons. 
The front entrance staff were very kind to allow me to get a table for four ...with balloons LOL. 
Wait staff were equally friendly and very fast. Service was excellent. 
Food: my sister highly enjoys their kale salad. I thought it was great - massaged kale shredded with some sort of lemon vinaigrette and topped with Parmesan shavings. 
I spied the pizzas making their way to the tables of others so I went with a  prosciutto and arugula option. It was delicious. Perfect combination of flavours with a light, crispy crust. 

Definitely recommend for a nice, light meal with friends. A little loud for a date night but groups seem to like it (there's a second level and a patio during the summer months)."
Chop Chop,4,2019-01-07,"I enjoyed a solo dinner here recently. The room is is tiny, but I grabbed a window seat. I had three dishes. The pan-fried dumplings were very good; fresh and expertly fried and lots of flavour, albeit very similar to what you can find elsewhere in Chinatown (see Mother's Dumplings and the Dumpling House for example). The green beans were truly outstanding; perfectly cooked and seasoned, and not too greasy. I could eat a plate of those beans for lunch every single day.

The only (small) misstep was the Taiwanese basil chicken. While hot and fresh, it was a little dry and didn't have much basil flavour.

I would definitely return."
Chop Chop,3,2018-12-10,"Let me first say that I was walking into this restaurant expecting to give this place a 4-star (if not 5-star review). I was skeptical of the reviews that rated this place under 4-stars because of raving reviews from co-workers of mine. However, that co-worker went to this place the Friday before I came and also deemed the quality has declined. So maybe it is worthwhile reading on my review as to why that's the case.

My friend and I ordered three things so i'll describe each item below- starting with the best.

1. Green beans- if all the other food was as good as this one, I would've given this place a 4-star review. Fresh, flavorful, and on-point. The wringly green beans stir-fried into the peppers and mushrooms were fantastic. However, this was a very small plate for it to cost $11. Quality: 4.5/5. Price for the food amount: 3/5.

2. Fried rice- this was their featured fried rice and a recommendation from the co-worker. I'm not a fried rice person to begin with but chose this because of the rec. This was just fried rice I could get at any chinese restaurant in chinatown for probably 75% of this cost. It was a lot but not memorable. Quality: 3.5/5. Price for the food amount: 4/5 

3. Boiled pork and chive dumplings- having chosen the healthier version of the dumpling options (versus fried), these turned out to be the most disappointing meal here. The dough/skin of the dumpling was very thick (and this is my greatest fear). The ratio of meat to skin was probably 1:2.5. Quality: 2/5. Price for the food amount: 3/5. You can get the same dumplings but WAYYYYYY better at dumpling house in Chinatown. Thank me later and go there.

So in conclusion, if you're looking for the hype of this place that came from BlogTO or other reviewers, this place will not meet your standards. I would go elsewhere for chinese food- specifically Chinatown; unless you want the aesthetics and hip vibe, then this place got that nailed down."
Trattoria Taverniti,1,2019-07-12,"Absolutely terrible food and even worse attitude and service. 

Didn't even have a bite of the food"
Lee Chen Asian Bistro,3,2019-04-01,"The interior here is spacious and clean, which makes it a good place for happy hour or business meals. The servers were quick, but it took some effort to get their attention sometimes. 

We had the dan dan noodles, pork belly over rice, XLB, and pan fried dumplings. Although this was a mix of appetizers and dimsum, the amount of food was just enough for us. My favorite was the dan dan noodles, especially with the hot chili oil for those that like spice. 

Overall I had a good dining experience but was a bit disappointed with the dimsum selection. I was looking for a good dimsum restaurant in Chinatown and, for being labeled a dimsum restaurant, there wasn't that much."
Fusaro’s Kitchen,4,2018-08-15,"The patio is a bit cramped, but thankfully the food makes up for it. I tried two of their chicken pastas and both were delicious! The pasta is cooked well, but the sauces were standouts! Plus, you get some bread to snack on while you wait. Service is a bit spotty though."
Taverna Mercatto,3,2019-08-13,"I'm still so full writing this review; which is usually a good sign!

The service was good all night, including the full glass of water my boyfriend knocked right off the table that was immediately cleaned up, so that aside:

We started with a bottle of wine, Priorat, which was delicious! About ($100), a great Spanish red, highly recommend.

First came out the calamari ($14) delicious but quite a small portion, more for one person than it was shareable.

I got the Carbonara (basic and $18), it wasn't at all spectacular, in fact it wasn't even memorable. And the portion was not that large either.
My boyfriend got the 8oz ($38) and the cook was perfect, while the star of the dish was the layered potato serving oh my 

Followed up with an Amaretto, and a tiramisu for me (creamy, flavourful, large, filling, delicious!!!) and a caramel something for my boyfriend (also creamy and delicious!)

Highly recommend dessert over everything else we had! It's a cozy place to go after work, but not that impressive really. I'd call a 3.5/5 an accurate rating! 

Pictures attached!!

Will I be back? Unlikely, maybe just for that tiramisu some time"
Enoteca Sociale,5,2019-04-06,Great place with such a cozy ambiance! We sat at the bar and enjoyed some of the best ribeye steak I ever had! My husband got the Caccio e Peppe! The ribeye was seasoned perfectly and the salad that came with us was perfect! I wish I was staying in Toronto long enough to eat here again!
